"region","s1aq1","s1aq4y","urbrur","s1aq5","s2aq3","s2aq11a29","s4aq2","s4aq40a1","s4aq43m","s4aq49","s4aq55a","s4gq13c","hhid","s3aq23hhid","education_rank","urban_binary","abv_avg_wage"
"NORTHERN","Male",4,"Urban",NA,"Kindergarten",100,NA,NA,NA,NA,729.655004205214,NA,146111,1,2,1,"High"
"NORTHERN","Male",5,"Urban",NA,"Kindergarten",300,NA,NA,NA,NA,729.655004205214,NA,445411,1,2,1,"High"
"NORTHERN","Male",8,"Rural",NA,"Primary",70,NA,NA,NA,NA,704.84499041006,NA,348116,1,3,0,"Low"
"NORTHERN","Female",5,"Urban",NA,"Primary",100,NA,NA,NA,NA,704.84499041006,NA,146518,1,3,1,"Low"
"VOLTA","Female",53,"Urban","Widowed","Middle",NA,NA,"Craft and related trades workers",3,NA,267.5,"Yes",614513,2,5,1,"Low"
"UPPER WEST","Female",61,"Rural","Widowed","Primary",NA,NA,"Service and sales workers",0,NA,660.672413793103,"No",658809,1,3,0,"Low"
"ASHANTI","Female",36,"Urban","Informal/living together","JSS/JHS",NA,NA,"Service and sales workers",0,NA,660.672413793103,"No",227106,1,4,1,"Low"
"UPPER EAST","Male",77,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",356714,1,0,0,"High"
"WESTERN","Male",39,"Rural","Married (Civil/Ordinance)","JSS/JHS",NA,NA,"Craft and related trades workers",11,NA,267.5,NA,403517,1,4,0,"Low"
"UPPER WEST","Female",43,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",3,NA,889,NA,259108,1,0,0,"High"
"GREATER ACCRA","Male",26,"Rural","Never married","Tertiary - Bachelor's Degree",NA,NA,NA,NA,NA,1823.08021656255,NA,513623,10,12,0,"High"
"ASHANTI","Female",15,"Urban","Never married","JSS/JHS",430,NA,NA,NA,NA,618.119080643605,NA,223520,2,4,1,"Low"
"SAVANNAH","Male",35,"Urban","Married (Islamic)","SSS/SHS",NA,NA,"Plant and machine operators, and assemblers",0,"No",200,"No",249419,1,6,1,"Low"
"NORTH EAST","Male",61,"Urban","Married (Islamic)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,451709,1,5,1,"High"
"WESTERN","Male",4,"Rural",NA,"Kindergarten",700,NA,NA,NA,NA,729.655004205214,NA,703009,1,2,0,"High"
"ASHANTI","Female",14,"Urban","Never married","JSS/JHS",1800,NA,NA,NA,NA,618.119080643605,NA,526008,10,4,1,"Low"
"NORTHERN","Female",28,"Urban","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",5,NA,889,"No",746509,1,0,1,"High"
"NORTH EAST","Female",26,"Urban","Married (Customary/Traditional)","SSS/SHS",NA,NA,"Craft and related trades workers",0,NA,267.5,"Don't Know",651801,1,6,1,"Low"
"UPPER WEST","Female",87,"Rural","Widowed","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,458606,1,0,0,"High"
"EASTERN","Male",33,"Rural","Never married","Primary",NA,7,"Elementary occupations",0,"No",30,"No",421506,3,3,0,"Low"
"NORTHERN","Female",5,"Rural","Never married","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,148415,1,0,0,"High"
"EASTERN","Female",10,"Rural",NA,"Kindergarten",100,NA,NA,NA,NA,729.655004205214,NA,522708,10,2,0,"High"
"CENTRAL","Female",7,"Urban",NA,"Primary",85,NA,NA,NA,NA,704.84499041006,NA,206117,1,3,1,"Low"
"ASHANTI","Male",20,"Urban","Never married","SSS/SHS",NA,NA,NA,NA,NA,673.530203086443,NA,424408,1,6,1,"Low"
"VOLTA","Female",16,"Rural","Never married","JSS/JHS",1000,NA,NA,NA,NA,618.119080643605,NA,116812,1,4,0,"Low"
"AHAFO","Female",30,"Rural","Informal/living together","JSS/JHS",NA,NA,"Elementary occupations",0,NA,464.756097560976,"No",734911,1,4,0,"Low"
"GREATER ACCRA","Female",35,"Rural","Informal/living together","Primary",NA,NA,"Service and sales workers",0,NA,660.672413793103,NA,413701,1,3,0,"Low"
"BONO EAST","Female",19,"Urban","Informal/living together","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",5,NA,889,NA,240714,NA,3,1,"High"
"BONO","Female",16,"Urban","Never married","SSS/SHS",0,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,537411,10,6,1,"High"
"WESTERN","Female",65,"Urban","Married (Civil/Ordinance)","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,601510,NA,3,1,"Low"
"NORTH EAST","Female",12,"Rural","Never married","JSS/JHS",6,NA,NA,NA,NA,618.119080643605,NA,153417,3,4,0,"Low"
"AHAFO","Male",35,"Rural","Married (Islamic)","No Formal Education",NA,6,"Elementary occupations",0,"No",30,"No",334319,1,0,0,"Low"
"WESTERN NORTH","Male",17,"Urban","Never married","SSS/SHS",730,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Yes",331005,1,6,1,"High"
"UPPER EAST","Female",8,"Rural",NA,"Primary",120,NA,NA,NA,NA,704.84499041006,NA,155913,1,3,0,"Low"
"SAVANNAH","Male",4,"Urban",NA,"Kindergarten",0,NA,NA,NA,NA,729.655004205214,NA,148514,1,2,1,"High"
"VOLTA","Female",32,"Rural","Informal/living together","JSS/JHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",317703,1,4,0,"High"
"CENTRAL","Female",16,"Urban","Never married","JSS/JHS",400,NA,NA,NA,NA,618.119080643605,NA,105108,1,4,1,"Low"
"OTI","Female",20,"Rural","Never married","SSS/SHS",120,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",744803,1,6,0,"High"
"EASTERN","Female",23,"Urban","Married (Civil/Ordinance)","JSS/JHS",NA,NA,"Elementary occupations",0,NA,464.756097560976,"No",320607,1,4,1,"Low"
"UPPER EAST","Female",30,"Rural","Never married","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,456911,1,0,0,"High"
"UPPER WEST","Male",83,"Rural","Married (Islamic)","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,359014,1,0,0,"High"
"NORTHERN","Female",15,"Urban","Never married","JSS/JHS",120,NA,NA,NA,NA,618.119080643605,NA,245508,1,4,1,"Low"
"NORTHERN","Male",47,"Rural","Married (Islamic)","SSS/SHS",NA,6,"Elementary occupations",7,"No",35,NA,347702,1,6,0,"Low"
"OTI","Female",15,"Urban","Never married","JSS/JHS",212,NA,NA,NA,NA,618.119080643605,NA,242919,2,4,1,"Low"
"AHAFO","Male",14,"Rural","Never married","JSS/JHS",200,NA,NA,NA,NA,618.119080643605,NA,635316,NA,4,0,"Low"
"UPPER EAST","Male",4,"Rural",NA,"No Formal Education",10,NA,NA,NA,NA,821.77145438121,NA,156705,1,0,0,"High"
"WESTERN NORTH","Male",9,"Urban",NA,"Primary",160,NA,NA,NA,NA,704.84499041006,NA,730404,2,3,1,"Low"
"GREATER ACCRA","Female",59,"Rural","Married (Civil/Ordinance)","Tertiary - Bachelor's Degree",NA,5,"Professionals",7,"Yes",2300,"Yes",214013,1,12,0,"High"
"OTI","Female",22,"Urban","Never married","SSS/SHS",150,NA,NA,NA,NA,673.530203086443,NA,543305,10,6,1,"Low"
"BONO EAST","Male",30,"Urban","Never married","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,739316,1,0,1,"High"
"NORTHERN","Male",5,"Urban",NA,"Primary",270,NA,NA,NA,NA,704.84499041006,NA,145801,1,3,1,"Low"
"NORTHERN","Male",18,"Rural","Never married","JSS/JHS",900,NA,NA,NA,NA,618.119080643605,NA,448207,1,4,0,"Low"
"VOLTA","Male",13,"Rural","Never married","Primary",150,NA,NA,NA,NA,704.84499041006,NA,717210,1,3,0,"Low"
"WESTERN","Female",4,"Urban",NA,"Nursery",1500,NA,NA,NA,NA,681.833333333333,NA,400922,2,1,1,"Low"
"UPPER EAST","Female",26,"Urban","Married (Customary/Traditional)","SSS/SHS",NA,NA,"Craft and related trades workers",0,NA,267.5,NA,554002,10,6,1,"Low"
"UPPER WEST","Male",19,"Rural","Never married","SSS/SHS",NA,NA,NA,NA,NA,673.530203086443,NA,459612,NA,6,0,"Low"
"BONO EAST","Male",5,"Urban",NA,"Kindergarten",350,NA,NA,NA,NA,729.655004205214,NA,239614,1,2,1,"High"
"ASHANTI","Male",4,"Rural",NA,"Kindergarten",100,NA,NA,NA,NA,729.655004205214,NA,229211,1,2,0,"High"
"NORTHERN","Female",18,"Rural","Never married","JSS/JHS",100,NA,NA,NA,NA,618.119080643605,NA,247218,1,4,0,"Low"
"WESTERN NORTH","Female",74,"Rural","Married (Civil/Ordinance)","Middle",NA,NA,NA,NA,NA,777.271367946636,NA,732213,1,5,0,"High"
"BONO","Female",60,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Craft and related trades workers",0,NA,267.5,NA,538804,10,0,0,"Low"
"BONO EAST","Male",6,"Rural",NA,"Primary",5,NA,NA,NA,NA,704.84499041006,NA,541718,10,3,0,"Low"
"GREATER ACCRA","Female",19,"Rural","Never married","JSS/JHS",NA,NA,NA,0,NA,618.119080643605,NA,113404,1,4,0,"Low"
"CENTRAL","Female",9,"Rural",NA,"Primary",120,NA,NA,NA,NA,704.84499041006,NA,206901,1,3,0,"Low"
"ASHANTI","Female",58,"Rural","Widowed","Tertiary - Bachelor's Degree",NA,5,"Professionals",8,"Yes",3000,"No",328612,1,12,0,"High"
"AHAFO","Male",22,"Rural","Never married",NA,160,7,"Plant and machine operators, and assemblers",0,"No",100,"No",734313,1,NA,0,"Low"
"BONO EAST","Female",4,"Rural",NA,"Kindergarten",0,NA,NA,NA,NA,729.655004205214,NA,141308,1,2,0,"High"
"CENTRAL","Male",18,"Rural","Never married","Primary",NA,NA,"Elementary occupations",4,"No",700,"No",608703,1,3,0,"Low"
"BONO EAST","Female",11,"Urban",NA,"Primary",1000,NA,NA,NA,NA,704.84499041006,NA,339303,1,3,1,"Low"
"NORTH EAST","Female",15,"Rural","Never married","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,252415,1,3,0,"Low"
"SAVANNAH","Male",47,"Urban","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,349306,1,0,1,"High"
"VOLTA","Male",28,"Urban","Informal/living together","SSS/SHS",NA,NA,NA,NA,NA,673.530203086443,NA,315608,1,6,1,"Low"
"BONO EAST","Female",51,"Urban","Married (Civil/Ordinance)","Tertiary - Bachelor's Degree",NA,NA,"Professionals",0,"Yes",1850,"No",639905,1,12,1,"High"
"VOLTA","Female",72,"Rural","Widowed","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,316910,1,3,0,"Low"
"NORTHERN","Male",34,"Urban","Married (Islamic)","SSS/SHS",NA,5,"Craft and related trades workers",5,"No",400,NA,246106,1,6,1,"Low"
"WESTERN NORTH","Male",17,"Rural","Never married","SSS/SHS",500,NA,NA,NA,NA,673.530203086443,NA,631718,1,6,0,"Low"
"OTI","Male",48,"Urban","Married (Customary/Traditional)","Tertiary - HND",NA,7,"Plant and machine operators, and assemblers",0,"Yes",3500,"Don't Know",342811,1,11,1,"High"
"UPPER EAST","Male",1,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,656314,1,NA,0,"Low"
"BONO EAST","Male",15,"Rural","Never married","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,142115,NA,3,0,"Low"
"CENTRAL","Female",14,"Urban","Never married","JSS/JHS",500,NA,NA,NA,NA,618.119080643605,NA,506504,10,4,1,"Low"
"UPPER WEST","Male",21,"Urban","Never married","Primary",NA,NA,"Craft and related trades workers",1,NA,267.5,NA,357404,1,3,1,"Low"
"AHAFO","Female",5,"Rural",NA,"Primary",100,NA,NA,NA,NA,704.84499041006,NA,234611,1,3,0,"Low"
"UPPER EAST","Male",29,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",156615,1,0,0,"High"
"AHAFO","Male",57,"Urban","Informal/living together","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",733505,2,5,1,"High"
"AHAFO","Female",15,"Urban","Never married","SSS/SHS",160,NA,NA,NA,NA,673.530203086443,NA,733814,1,6,1,"Low"
"UPPER WEST","Male",11,"Urban",NA,"JSS/JHS",28,NA,NA,NA,NA,618.119080643605,NA,257905,1,4,1,"Low"
"SAVANNAH","Male",39,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",1,NA,889,NA,350718,1,3,0,"High"
"OTI","Male",12,"Urban","Never married","Kindergarten",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,543318,10,2,1,"High"
"VOLTA","Female",59,"Urban","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",6,NA,889,"No",615814,2,5,1,"High"
"EASTERN","Female",20,"Urban","Never married","Voc/Tech/Commercial",300,NA,NA,NA,NA,784.465517241379,NA,120313,1,8,1,"High"
"AHAFO","Male",12,"Rural","Never married","Primary",200,NA,NA,NA,NA,704.84499041006,NA,335006,1,3,0,"Low"
"UPPER WEST","Female",14,"Urban","Never married","Primary",200,NA,NA,NA,NA,704.84499041006,NA,758003,1,3,1,"Low"
"VOLTA","Female",32,"Urban","Never married","Postmiddle/secondary diploma",NA,5,"Clerical support workers",0,"Yes",2000,"No",514501,80,10,1,"High"
"OTI","Male",45,"Rural","Separated","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",2,NA,889,"No",243909,1,3,0,"High"
"GREATER ACCRA","Male",16,"Rural","Never married","No Formal Education",0,NA,NA,NA,NA,821.77145438121,NA,213712,NA,0,0,"High"
"NORTHERN","Male",41,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",7,NA,889,"No",746802,2,0,0,"High"
"UPPER EAST","Female",20,"Urban","Never married","SSS/SHS",250,NA,NA,NA,NA,673.530203086443,NA,554902,10,6,1,"Low"
"OTI","Male",51,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Managers",2,NA,2640,NA,544703,10,0,0,"High"
"UPPER WEST","Male",6,"Urban",NA,"Primary",20,NA,NA,NA,NA,704.84499041006,NA,157807,1,3,1,"Low"
"NORTHERN","Male",33,"Urban","Married (Islamic)","Primary",NA,NA,"Craft and related trades workers",0,NA,267.5,"No",145906,1,3,1,"Low"
"SAVANNAH","Male",10,"Rural",NA,"Primary",100,NA,NA,NA,NA,704.84499041006,NA,550302,10,3,0,"Low"
"ASHANTI","Male",23,"Rural","Never married","SSS/SHS",NA,NA,"Craft and related trades workers",9,"No",50,"Don't Know",228511,2,6,0,"Low"
"NORTHERN","Female",29,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",346913,2,3,0,"High"
"NORTHERN","Female",27,"Rural","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",6,NA,889,"No",648209,1,0,0,"High"
"BONO","Male",52,"Urban","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",637401,1,5,1,"High"
"ASHANTI","Female",24,"Urban","Married (Customary/Traditional)","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,524114,80,4,1,"Low"
"NORTH EAST","Male",18,"Rural","Never married","SSS/SHS",0,NA,NA,NA,NA,673.530203086443,NA,553101,10,6,0,"Low"
"SAVANNAH","Male",33,"Urban","Never married","Tertiary - Bachelor's Degree",NA,NA,"Service and sales workers",2,NA,660.672413793103,"Yes",348513,1,12,1,"Low"
"OTI","Female",12,"Urban","Never married","JSS/JHS",50,NA,"Service and sales workers",6,NA,660.672413793103,NA,342809,1,4,1,"Low"
"OTI","Male",39,"Urban","Married (Islamic)","No Formal Education",NA,NA,"Service and sales workers",0,NA,660.672413793103,"Don't Know",243410,1,0,1,"Low"
"ASHANTI","Male",24,"Rural","Informal/living together","JSS/JHS",NA,7,"Craft and related trades workers",0,"No",1000,"No",227513,1,4,0,"High"
"AHAFO","Female",26,"Rural","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,134614,3,4,0,"Low"
"WESTERN","Male",20,"Urban","Never married","SSS/SHS",700,NA,NA,NA,NA,673.530203086443,NA,301608,NA,6,1,"Low"
"UPPER WEST","Female",6,"Rural",NA,"Primary",11,NA,NA,NA,NA,704.84499041006,NA,459605,1,3,0,"Low"
"BONO","Female",22,"Urban","Never married","SSS/SHS",NA,NA,"Service and sales workers",6,NA,660.672413793103,"No",236101,1,6,1,"Low"
"SAVANNAH","Male",40,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,549802,10,0,0,"High"
"CENTRAL","Female",67,"Urban","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",3,NA,889,"No",606211,1,5,1,"High"
"EASTERN","Female",53,"Rural","Widowed","Tertiary - Master's Degree",NA,NA,"Managers",0,"Yes",1600,"Yes",222901,1,14,0,"High"
"UPPER EAST","Male",18,"Urban","Never married","SSS/SHS",260,NA,NA,NA,NA,673.530203086443,NA,754805,1,6,1,"Low"
"UPPER EAST","Female",7,"Rural",NA,"Primary",50,NA,NA,NA,NA,704.84499041006,NA,257011,1,3,0,"Low"
"CENTRAL","Female",39,"Urban","Married (Customary/Traditional)","JSS/JHS",NA,NA,"Service and sales workers",6,NA,660.672413793103,NA,506510,10,4,1,"Low"
"WESTERN","Male",4,"Urban",NA,"Kindergarten",60,NA,NA,NA,NA,729.655004205214,NA,301507,2,2,1,"High"
"NORTH EAST","Male",5,"Rural",NA,"Kindergarten",0,NA,NA,NA,NA,729.655004205214,NA,552715,10,2,0,"High"
"BONO EAST","Male",16,"Urban","Never married","Primary",NA,NA,"Plant and machine operators, and assemblers",6,NA,561.896551724138,"No",339316,1,3,1,"Low"
"WESTERN","Male",51,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",4,NA,889,NA,402702,1,3,0,"High"
"WESTERN","Female",19,"Rural","Never married","JSS/JHS",NA,NA,"Craft and related trades workers",0,NA,267.5,"Yes",302401,2,4,0,"Low"
"UPPER EAST","Female",9,"Rural",NA,"Primary",20,NA,NA,NA,NA,704.84499041006,NA,356702,1,3,0,"Low"
"AHAFO","Female",28,"Rural","Married (Customary/Traditional)","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,234611,1,3,0,"Low"
"UPPER EAST","Male",66,"Urban","Married (Civil/Ordinance)","Postmiddle/secondary certificate",NA,NA,"Plant and machine operators, and assemblers",0,NA,561.896551724138,"Don't Know",254805,1,9,1,"Low"
"OTI","Male",17,"Urban","Never married","JSS/JHS",80,7,"Service and sales workers",3,"No",500,"Don't Know",143004,1,4,1,"Low"
"OTI","Male",39,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,444108,1,3,0,"High"
"ASHANTI","Female",43,"Rural","Divorced","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",627604,1,3,0,"High"
"BONO EAST","Male",105,"Rural","Married (Islamic)","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,440808,1,0,0,"High"
"NORTH EAST","Male",11,"Urban",NA,"Primary",30,NA,NA,NA,NA,704.84499041006,NA,351411,1,3,1,"Low"
"BONO EAST","Male",3,"Urban",NA,"Nursery",0,NA,NA,NA,NA,681.833333333333,NA,540603,10,1,1,"Low"
"WESTERN","Male",35,"Rural","Married (Customary/Traditional)","SSS/SHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",603604,1,6,0,"High"
"NORTHERN","Female",3,"Urban",NA,"No Formal Education",0,NA,NA,NA,NA,821.77145438121,NA,345703,1,0,1,"High"
"BONO EAST","Female",18,"Urban","Never married","JSS/JHS",0,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,540308,10,4,1,"High"
"SAVANNAH","Male",27,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",4,NA,889,NA,350707,1,0,0,"High"
"WESTERN","Male",26,"Rural","Never married","JSS/JHS",NA,4,"Skilled agricultural, forestry and fishery workers",1,NA,889,"No",104117,1,4,0,"High"
"UPPER EAST","Male",52,"Urban","Married (Islamic)","SSS/SHS",NA,NA,"Professionals",0,NA,1646.2,"No",754114,1,6,1,"High"
"VOLTA","Female",1,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,715618,1,NA,1,"Low"
"UPPER WEST","Male",2,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,757323,1,NA,1,"Low"
"UPPER EAST","Male",17,"Urban","Never married","JSS/JHS",160,NA,NA,NA,NA,618.119080643605,NA,753917,1,4,1,"Low"
"BONO","Female",8,"Urban",NA,"Primary",1500,NA,NA,NA,NA,704.84499041006,NA,236904,1,3,1,"Low"
"CENTRAL","Male",50,"Urban","Never married","Secondary",NA,NA,NA,NA,NA,804.501231527094,NA,506512,10,7,1,"High"
"UPPER EAST","Male",15,"Rural","Never married","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,256911,1,0,0,"High"
"SAVANNAH","Male",36,"Urban","Married (Islamic)","SSS/SHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",748907,1,6,1,"High"
"NORTHERN","Male",40,"Urban","Married (Islamic)","JSS/JHS",NA,NA,"Craft and related trades workers",0,NA,267.5,"Don't Know",645703,NA,4,1,"Low"
"NORTH EAST","Male",20,"Urban","Never married","No Formal Education",NA,7,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",751117,NA,0,1,"High"
"EASTERN","Female",12,"Urban","Never married","Primary",0,NA,NA,NA,NA,704.84499041006,NA,518723,80,3,1,"Low"
"ASHANTI","Male",13,"Rural","Never married","Primary",2000,NA,NA,NA,NA,704.84499041006,NA,430011,1,3,0,"Low"
"GREATER ACCRA","Male",26,"Urban","Never married","JSS/JHS",NA,6,"Plant and machine operators, and assemblers",1,"No",400,"No",112315,3,4,1,"Low"
"ASHANTI","Female",15,"Rural","Never married","JSS/JHS",0,NA,NA,NA,NA,618.119080643605,NA,227917,1,4,0,"Low"
"BONO EAST","Male",3,"Urban",NA,"Nursery",120,NA,NA,NA,NA,681.833333333333,NA,739112,1,1,1,"Low"
"WESTERN NORTH","Male",11,"Urban",NA,"Kindergarten",0,NA,NA,NA,NA,729.655004205214,NA,530305,10,2,1,"High"
"NORTH EAST","Male",16,"Rural","Never married","JSS/JHS",20,NA,NA,NA,NA,618.119080643605,NA,553502,10,4,0,"Low"
"AHAFO","Male",29,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,NA,"Craft and related trades workers",0,"No",250,"No",234302,1,4,0,"Low"
"WESTERN NORTH","Female",0,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,531009,10,NA,1,"Low"
"BONO EAST","Female",41,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",5,NA,889,NA,242013,1,0,0,"High"
"VOLTA","Female",3,"Urban",NA,"Kindergarten",0,NA,NA,NA,NA,729.655004205214,NA,115205,1,2,1,"High"
"VOLTA","Male",0,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,517509,10,NA,0,"Low"
"BONO","Male",16,"Urban","Never married","JSS/JHS",400,NA,NA,NA,NA,618.119080643605,NA,336007,2,4,1,"Low"
"UPPER EAST","Male",48,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,7,"Service and sales workers",0,"No",800,"Don't Know",555306,10,4,0,"High"
